eval_id,query_id,prompt_text,band,song,url,score,comment
33,Q175,어두운 감성의 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,1,
34,Q151,여행 갈 때 차 안에서 듣고 싶은 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,4,
35,Q162,회식 자리에서 틀면 좋은 노래.,afterglow,I love your way！,https://youtu.be/AXFAOTQ9oK8,3,회식자리에서 틀면 큰일나. 상황 자체가 비합리적인걸.
36,Q144,공부할 때 집중 잘 되는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,4,
37,Q168,기분 전환하고 싶을 때 듣는 노래.,pastel_palettes,DISCOTHEQUE,https://youtu.be/OK782ls3yH8,3,
38,Q156,산책할 때 듣기 좋은 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
39,Q108,pastel*palettes 노래 중에 제일 통통 튀는 곡 틀어줘.,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,https://youtu.be/F2XgwwQFcvs,4,
40,Q136,그 어떤 곡보다 조용한 곡을 찾아줘.,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,4,
41,Q103,roselia 노래 중에 그나마 차분한 곡 있어?,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,궤적이라는 곡이 가장 차분함. 이 노래는 아주 약간만 차분.
42,Q122,장르 상관없이 진짜 조용하고 힘 뺀 노래 틀어줘.,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8,2,인트로 지나면 힘뺀 느낌 아님.
43,Q176,긍정적인 기운을 주는 노래.,pastel_palettes,DISCOTHEQUE,https://youtu.be/OK782ls3yH8,3,
44,Q164,듣고 나면 기분이 조금 나아지는 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
45,Q167,눈물이 날 것 같은 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,1,
46,Q131,밴드 상관없이 제일 업된 느낌의 곡 알려줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
47,Q157,야근할 때 버티게 해주는 노래.,hello_happy_world,ノーポイッ！ (Cover),https://youtu.be/sUrFo5Xw0Lc,3,개인취향마다 다를듯
48,Q133,볼륨 최대로 키우고 싶은 강렬한 곡 부탁해.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
49,Q137,그 어떤 곡보다 시끄럽고 강한 곡을 찾아줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
50,Q155,집안일 하면서 틀어놓기 좋은 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
51,Q145,드라이브할 때 듣기 좋은 노래.,roselia,This game (Cover),https://youtu.be/6zCxyy2HERM,4,
52,Q146,새벽에 혼자 있을 때 듣고 싶은 노래.,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE,4,저 상황은 혼자만의 고독을 즐기거나 뭔가 소중한걸 떠올릴때 느낌임. 이건 후자.
53,Q171,쓸쓸한 기분이 드는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,4,
54,Q169,우울할 때 더 우울해지고 싶은 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,5,
55,Q170,행복한 기분이 드는 노래.,poppin_party,ここから先は歌にならない,https://youtu.be/YfSxTmBzz9k,4,
56,Q152,힘들 때 위로받고 싶은 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,
57,Q160,기념일 분위기에 어울리는 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
58,Q132,볼륨을 낮춰도 될 만큼 조용한 곡 부탁해.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,4,
59,Q162,회식 자리에서 틀면 좋은 노래.,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY,5,
60,Q118,ave mujica 노래 중에서 가장 강렬한 곡 틀어줘.,ave_mujica,顔,https://youtu.be/cVfQBLdIUXk,5,
61,Q179,울적한 기분이 드는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,4,
62,Q174,밝은 에너지가 느껴지는 노래.,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY,4,
63,Q177,센치해지는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,4,
64,Q105,raise a suilen 노래 중에 상대적으로 힘 뺀 곡 알려줘.,raise_a_suilen,ボッカデラベリタ (Cover),https://youtu.be/1Ey5S6imOwM,2,힘뺀 편이지만 좀 더 빠지는 곡도 있음.
65,Q183,가슴이 먹먹해지는 노래.,roselia,This game (Cover),https://youtu.be/6zCxyy2HERM,2,
66,Q109,afterglow 노래 중에 가장 차분한 곡 골라줘.,afterglow,Northern lights,https://youtu.be/qrbkufy83yY,4,
67,Q130,밴드 상관없이 제일 다운된 느낌의 곡 알려줘.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,1,약간 업과 다운의 사이. 가장 다운된건 아님.
68,Q113,morfonica 노래 중에 제일 차분한 곡 알려줘.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,2,sonorous가 가장 차분하다고 생각.
69,Q121,roselia 노래 중에서 제일 웅장하고 폭발적인 곡 틀어줘.,roselia,KING (Cover),https://youtu.be/mR86Quw762c,5,
70,Q169,우울할 때 더 우울해지고 싶은 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,3,
71,Q125,미친듯이 신나고 텐션 폭발하는 곡으로 부탁해.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
72,Q164,듣고 나면 기분이 조금 나아지는 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,4,
73,Q140,밴드 안 가리고 가장 차분한 곡 하나만 추천해줘.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,4,
74,Q158,시험 공부할 때 듣는 노래.,poppin_party,私は最強 (Cover),https://youtu.be/fRxQcfI2PXo,5,
75,Q180,미소가 지어지는 노래.,afterglow,SENSENFUKOKU,https://youtu.be/RDZUbagvt0E,2,
76,Q170,행복한 기분이 드는 노래.,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY,3,
77,Q106,raise a suilen에서 제일 폭주하는 느낌의 곡 틀어줘.,raise_a_suilen,!NVADE SHOW!,https://youtu.be/eLpe02tbeYU,4,
78,Q154,지친 하루 끝에 힐링되는 노래.,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE,5,
79,Q174,밝은 에너지가 느껴지는 노래.,pastel_palettes,DISCOTHEQUE,https://youtu.be/OK782ls3yH8,4,
80,Q110,afterglow 노래 중에 제일 열정적인 곡 틀어줘.,afterglow,COMIC PANIC!!!,https://youtu.be/LhpHCRJAAKw,2,
81,Q181,눈물 참기 힘든 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,1,
82,Q126,숨소리도 들릴 만큼 조용한 곡 틀어줘.,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8,4,
83,Q117,ave mujica 노래 중에 비교적 잔잔한 곡 있어?,ave_mujica,暗黒天国 (Cover),https://youtu.be/HHxaj24Rx0I,1,
84,Q176,긍정적인 기운을 주는 노래.,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY,3,
85,Q180,미소가 지어지는 노래.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,3,
86,Q147,출근길에 듣기 좋은 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
87,Q154,지친 하루 끝에 힐링되는 노래.,ave_mujica,Crucifix X,https://youtu.be/XP8al1l38Po,1,
88,Q173,슬픔에 잠기게 되는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,3,
89,Q179,울적한 기분이 드는 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,3,
90,Q115,mygo 노래 중에서 제일 텐션 높은 곡 틀어줘.,mygo,証命讃歌,https://youtu.be/I5s3q-_HCSk,4,
91,Q163,반신욕하면서 듣고 싶은 노래.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,4,
92,Q118,ave mujica 노래 중에서 가장 강렬한 곡 틀어줘.,ave_mujica,Symbol II : Air,https://youtu.be/pMk3iHPlUaI,3,가장 강렬한 건 symbol I:Fire라고 생각.
93,Q159,이별하고 나서 듣고 싶은 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,
94,Q138,잔잔한 걸로 아주 극단적인 곡 틀어줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,1,
95,Q103,roselia 노래 중에 그나마 차분한 곡 있어?,roselia,Safe and Sound,https://youtu.be/0Hj-eXZzL90,4,
96,Q149,카페에서 공부하면서 틀어놓기 좋은 노래.,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE,3,애매. 아주 조용한게 어울려.
97,Q183,가슴이 먹먹해지는 노래.,mygo,羅永線,https://youtu.be/fwTsHwFzOlg,5,
98,Q165,마음이 무겁고 가라앉는 밤에 어울리는 노래.,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE,2,
99,Q108,pastel*palettes 노래 중에 제일 통통 튀는 곡 틀어줘.,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),https://youtu.be/yKkCyuTOi8Q,3,
100,Q111,hello happy world 노래 중에 상대적으로 잔잔한 곡 있어?,hello_happy_world,Listen to Smile!,https://youtu.be/5Bz8TBMardI,4,
101,Q112,hello happy world 노래 중에서 제일 신나는 곡으로 틀어줘.,hello_happy_world,きらっ☆と キミフェス！,https://youtu.be/VRSbIOh8w3U,2,
102,Q178,발랄한 기분이 드는 노래.,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY,2,
103,Q107,pastel*palettes 노래 중에 비교적 잔잔한 곡 뭐 있어?,pastel_palettes,気まぐれロマンティック,https://youtu.be/Awn0evP-X4k,1,
104,Q129,심장 뛸 정도로 격렬한 곡으로 틀어줘.,raise_a_suilen,ヒトリノ夜 (Cover),https://youtu.be/9zwlVCZ4LRw,4,
105,Q171,쓸쓸한 기분이 드는 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,5,
106,Q178,발랄한 기분이 드는 노래.,poppin_party,ここから先は歌にならない,https://youtu.be/YfSxTmBzz9k,4,
107,Q160,기념일 분위기에 어울리는 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,4,
108,Q175,어두운 감성의 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,1,
109,Q128,잔잔하다 못해 거의 무음에 가까운 곡 있어?,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8,1,
110,Q172,희망이 느껴지는 노래.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,3,
111,Q142,소리 세기가 제일 약한 곡으로 틀어줘.,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,1,"가장 약한 곡은 따로 있음. symbol iii, 마이고의 시오리 정도."
112,Q181,눈물 참기 힘든 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,
113,Q117,ave mujica 노래 중에 비교적 잔잔한 곡 있어?,ave_mujica,Crucifix X,https://youtu.be/XP8al1l38Po,1,
114,Q149,카페에서 공부하면서 틀어놓기 좋은 노래.,ave_mujica,Crucifix X,https://youtu.be/XP8al1l38Po,1,
115,Q141,밴드 안 가리고 가장 폭발적인 곡 하나만 추천해줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
116,Q157,야근할 때 버티게 해주는 노래.,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),https://youtu.be/yKkCyuTOi8Q,3,
117,Q173,슬픔에 잠기게 되는 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,4,
118,Q135,에너지 폭발하는 고텐션 곡 틀어줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
119,Q109,afterglow 노래 중에 가장 차분한 곡 골라줘.,afterglow,トーキョーワンダー。,https://youtu.be/4vNlqraef0E,3,
120,Q143,운동할 때 들으면 힘 나는 노래.,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),https://youtu.be/yKkCyuTOi8Q,4,
121,Q152,힘들 때 위로받고 싶은 노래.,roselia,Safe and Sound,https://youtu.be/0Hj-eXZzL90,4,
122,Q104,roselia 노래 중에 가장 격렬한 곡 틀어줘.,roselia,ヒバナ -Reloaded- (Cover),https://youtu.be/_8_h1aTcH-c,5,
123,Q102,poppin'party 노래 중에서 제일 신나는 곡 골라줘.,poppin_party,メランコリック (Cover),https://youtu.be/7X1NMdaFLiw,4,"제일을 최상급으로 사용하면 틀림.
제일을 부사격으로 강조하는 용도라면 나쁘지 않음."
124,Q159,이별하고 나서 듣고 싶은 노래.,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,3,
125,Q128,잔잔하다 못해 거의 무음에 가까운 곡 있어?,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,2,
126,Q130,밴드 상관없이 제일 다운된 느낌의 곡 알려줘.,poppin_party,夏に閉じこめて,https://youtu.be/02n9fIuuew8,2,
127,Q165,마음이 무겁고 가라앉는 밤에 어울리는 노래.,ave_mujica,Crucifix X,https://youtu.be/XP8al1l38Po,5,
128,Q145,드라이브할 때 듣기 좋은 노래.,raise_a_suilen,Life on the Lotus,https://youtu.be/zle_8SGQgcg,4,
129,Q121,roselia 노래 중에서 제일 웅장하고 폭발적인 곡 틀어줘.,roselia,Synchrogazer,https://youtu.be/3QeYCxU7ftQ,3,
130,Q143,운동할 때 들으면 힘 나는 노래.,hello_happy_world,ノーポイッ！ (Cover),https://youtu.be/sUrFo5Xw0Lc,2,
131,Q158,시험 공부할 때 듣는 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,
132,Q102,poppin'party 노래 중에서 제일 신나는 곡 골라줘.,poppin_party,What's the POPIPA!?,https://youtu.be/pX8lWO_Jwv4,4,
133,Q182,기운이 나는 노래.,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),https://youtu.be/yKkCyuTOi8Q,3,
134,Q153,일할 때 집중하기 좋은 노래.,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs,2,
135,Q111,hello happy world 노래 중에 상대적으로 잔잔한 곡 있어?,hello_happy_world,にこにこねくと！,https://youtu.be/B0AssN_z5gU,4,
136,Q123,빵빵 터지는 하이텐션 파티 노래로만 채워줘.,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs,5,
137,Q114,morfonica 노래 중에 가장 격정적인 곡 틀어줘.,morfonica,flame of hope,https://youtu.be/4kLyLp8Oco0,5,
138,Q134,정말 힘 하나도 없는 저텐션 곡 틀어줘.,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,2,
139,Q172,희망이 느껴지는 노래.,afterglow,That Is How I Roll!,https://youtu.be/_lfuqSepLNw,3,
140,Q112,hello happy world 노래 중에서 제일 신나는 곡으로 틀어줘.,hello_happy_world,ノーポイッ！ (Cover),https://youtu.be/sUrFo5Xw0Lc,4,
141,Q151,여행 갈 때 차 안에서 듣고 싶은 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
142,Q161,캠핑 가서 듣기 좋은 노래.,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,4,
143,Q148,잠들기 전에 듣기 좋은 노래.,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,4,
144,Q150,친구들이랑 파티할 때 틀 노래.,hello_happy_world,ノーポイッ！ (Cover),https://youtu.be/sUrFo5Xw0Lc,3,
145,Q155,집안일 하면서 틀어놓기 좋은 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,4,
146,Q156,산책할 때 듣기 좋은 노래.,morfonica,Wreath of Brave,https://youtu.be/5O3gAE65_34,4,
147,Q122,장르 상관없이 진짜 조용하고 힘 뺀 노래 틀어줘.,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,2,
