tag,beat_idx,chord_root,chord_quality,confidence
hello_happy_world__146,58,C,maj,0.616498365405488
hello_happy_world__146,59,C,min,0.6035686997036642
hello_happy_world__146,60,G#,maj,0.636767313134644
hello_happy_world__146,61,F,min,0.56226712537044
hello_happy_world__146,62,C#,min,0.624150330171999
hello_happy_world__146,63,C#,min,0.580089499503016
hello_happy_world__146,64,C#,min,0.5625949239047141
hello_happy_world__146,65,E,maj,0.6816598910739826
hello_happy_world__146,66,E,maj,0.6518848460731674
hello_happy_world__146,67,C#,min,0.6186726482139262
hello_happy_world__146,68,C#,min,0.6765453065160211
hello_happy_world__146,69,C,min,0.5868515852817788
hello_happy_world__146,70,C,min,0.5829641847646673
hello_happy_world__146,71,C,min,0.5932028001771269
hello_happy_world__146,72,D#,maj,0.6306074330616741
hello_happy_world__146,73,F,maj,0.6776727366330637
hello_happy_world__146,74,F,maj,0.6148390003933173
hello_happy_world__146,75,F,min,0.5869888921057517
hello_happy_world__146,76,C,min,0.6176394401730834
hello_happy_world__146,77,A#,maj,0.6466488447729295
hello_happy_world__146,78,C#,min,0.5823723200865946
hello_happy_world__146,79,C,min,0.644742430715821
hello_happy_world__146,80,G#,maj,0.6272310272887164
hello_happy_world__146,81,C,min,0.6023269934874466
hello_happy_world__146,82,C#,min,0.6426388746868241
hello_happy_world__146,83,F#,maj,0.6714934133632156
hello_happy_world__146,84,G#,min,0.5538557919244307
hello_happy_world__146,85,G#,min,0.5385566285555993
hello_happy_world__146,86,G#,maj,0.66596707179384
hello_happy_world__146,87,G#,maj,0.6716381619417459
hello_happy_world__146,88,G#,min,0.6783205392164918
hello_happy_world__146,89,D#,maj,0.5697398169791847
hello_happy_world__146,90,G#,maj,0.627621525831331
hello_happy_world__146,91,G#,maj,0.5667455474535471
hello_happy_world__146,92,G#,maj,0.6019347226888333
hello_happy_world__146,93,F,maj,0.592925863669377
hello_happy_world__146,94,C#,maj,0.6420021616081643
hello_happy_world__146,95,C#,maj,0.6610414045634235
hello_happy_world__146,96,C#,maj,0.6236030127830574
hello_happy_world__146,97,G#,min,0.5769075601115798
hello_happy_world__146,98,E,maj,0.5944025486627358
hello_happy_world__146,99,C#,min,0.6294350082899085
hello_happy_world__146,100,C#,min,0.6188942576424172
hello_happy_world__146,101,C#,min,0.6229878506814686
hello_happy_world__146,102,C,min,0.6086701730085096
hello_happy_world__146,103,C,min,0.6205076386336522
hello_happy_world__146,104,C,min,0.6568030113267351
hello_happy_world__146,105,G#,maj,0.621843833624788
hello_happy_world__146,106,F,min,0.628768941145873
hello_happy_world__146,107,C#,min,0.6071782259659197
hello_happy_world__146,108,D,maj,0.6489717561960892
hello_happy_world__146,109,D,min,0.5666557990332661
hello_happy_world__146,110,A#,min,0.6749556789170786
hello_happy_world__146,111,A#,maj,0.6043387277287078
hello_happy_world__146,112,D#,maj,0.6179076358454224
hello_happy_world__146,113,D#,min,0.5895609517508572
hello_happy_world__146,114,G#,maj,0.6763026106824198
hello_happy_world__146,115,G#,min,0.6655202223930158
hello_happy_world__146,116,G#,maj,0.6414603330509078
hello_happy_world__146,117,D,maj,0.6000522512940755
hello_happy_world__146,118,D,maj,0.5490112183107291
hello_happy_world__146,119,E,maj,0.6292890810751072
hello_happy_world__146,120,D#,min,0.5681067260923532
hello_happy_world__146,121,A#,maj,0.5735653433936639
hello_happy_world__146,122,D#,min,0.6623277871165391
hello_happy_world__146,123,D#,min,0.5569172351143278
hello_happy_world__146,124,D#,min,0.5481390102638606
hello_happy_world__146,125,C#,min,0.5932214174682972
hello_happy_world__146,126,A#,min,0.6654799422833767
hello_happy_world__146,127,C#,maj,0.6266171384584276
hello_happy_world__146,128,E,maj,0.5777472309148226
hello_happy_world__146,129,D#,maj,0.5564098881203848
hello_happy_world__146,130,G#,maj,0.6115119768991568
hello_happy_world__146,131,C#,min,0.5580756194890556
hello_happy_world__146,132,A#,maj,0.5622768297625101
hello_happy_world__146,133,D#,maj,0.5979833660984502
hello_happy_world__146,134,D,maj,0.6881089241766347
hello_happy_world__146,135,D,min,0.6960236990220131
hello_happy_world__146,136,G,maj,0.5752061599401401
hello_happy_world__146,137,C#,min,0.558479091633835
hello_happy_world__146,138,C,min,0.5645926177489374
hello_happy_world__146,139,G#,maj,0.549095271422898
hello_happy_world__146,140,E,maj,0.672123080433803
hello_happy_world__146,141,B,maj,0.580428791891728
hello_happy_world__146,142,A#,min,0.6645926184414129
hello_happy_world__146,143,A#,maj,0.6167597129429974
hello_happy_world__146,144,G#,maj,0.6248743569697379
hello_happy_world__146,145,G#,maj,0.5937008385254848
hello_happy_world__146,146,C#,maj,0.6887444414126547
hello_happy_world__146,147,C#,maj,0.5533606528492356
hello_happy_world__146,148,D,min,0.6243660980382422
hello_happy_world__146,149,D,maj,0.5600701129486599
hello_happy_world__146,150,D#,maj,0.6275116975785217
hello_happy_world__146,151,A,maj,0.572952108405394
hello_happy_world__146,152,C,min,0.5682378558298842
hello_happy_world__146,153,D#,maj,0.56320519939753
hello_happy_world__146,154,C#,min,0.6145501226655378
hello_happy_world__146,155,C#,maj,0.6297859665967476
hello_happy_world__146,156,F,min,0.5455014975913877
hello_happy_world__146,157,G#,min,0.5812630082760235
hello_happy_world__146,158,F#,maj,0.5974203565010545
hello_happy_world__146,159,C#,maj,0.6307325749828213
hello_happy_world__146,160,C#,maj,0.6020790497113251
hello_happy_world__146,161,C#,min,0.6276517402151527
hello_happy_world__146,162,C#,maj,0.5749808597455159
hello_happy_world__146,163,C,min,0.624000325047764
hello_happy_world__146,164,C,min,0.5492103304118587
hello_happy_world__146,165,D,min,0.6032563438854948
hello_happy_world__146,166,D#,maj,0.601143539433204
hello_happy_world__146,167,A#,min,0.6549116012233239
hello_happy_world__146,168,A#,min,0.6052557239538722
hello_happy_world__146,169,A#,min,0.6444960183065332
hello_happy_world__146,170,A#,maj,0.6055133893284328
hello_happy_world__146,171,G#,min,0.6585503180904505
hello_happy_world__146,172,G,maj,0.5936427756335679
hello_happy_world__146,173,G,maj,0.598073802773488
hello_happy_world__146,174,G,maj,0.6016118193665165
hello_happy_world__146,175,F#,min,0.6071085487749827
hello_happy_world__146,176,D#,min,0.5871094829423199
hello_happy_world__146,177,F#,maj,0.641711098671532
hello_happy_world__146,178,F#,min,0.5572207726684263
hello_happy_world__146,179,F,min,0.6451104061215208
hello_happy_world__146,180,D#,maj,0.6066144248755538
hello_happy_world__146,181,A#,min,0.5716868982892331
hello_happy_world__146,182,G#,maj,0.6026671634009735
hello_happy_world__146,183,D#,min,0.5674006283310279
hello_happy_world__146,184,A#,maj,0.5532738037021175
hello_happy_world__146,185,D#,min,0.5396213586643014
hello_happy_world__146,186,D#,min,0.5465946010024371
hello_happy_world__146,187,C#,min,0.5564064812593389
hello_happy_world__146,188,A,maj,0.5619342337509657
hello_happy_world__146,189,D#,maj,0.5803710129048983
hello_happy_world__146,190,C,maj,0.5780446085888481
hello_happy_world__146,191,A#,min,0.6737545711283252
hello_happy_world__146,192,A#,min,0.617809903669963
hello_happy_world__146,193,A#,maj,0.6130627869298182
hello_happy_world__146,194,A#,min,0.6204672724921685
hello_happy_world__146,195,A,min,0.6453237564929308
hello_happy_world__146,196,A,min,0.6355231033917487
hello_happy_world__146,197,A,maj,0.6236948431739776
hello_happy_world__146,198,G#,maj,0.6360738534512895
hello_happy_world__146,199,G#,maj,0.6471408780985346
hello_happy_world__146,200,G#,min,0.6209916365849723
hello_happy_world__146,201,G#,min,0.6458087696200171
hello_happy_world__146,202,D#,maj,0.6103091656798804
hello_happy_world__146,203,G,min,0.6589276967767644
hello_happy_world__146,204,G,min,0.6053562779738343
hello_happy_world__146,205,D#,maj,0.6168941807160987
hello_happy_world__146,206,G,min,0.6694007747752977
hello_happy_world__146,207,F#,maj,0.6372621941143052
hello_happy_world__146,208,D,min,0.6132833209602518
hello_happy_world__146,209,C#,maj,0.5712573757019104
hello_happy_world__146,210,F#,min,0.6131281539253411
hello_happy_world__146,211,C#,maj,0.6724146423551339
hello_happy_world__146,212,G,min,0.5221703409889178
hello_happy_world__146,213,F#,min,0.5936400226145409
hello_happy_world__146,214,F#,min,0.551256296724084
hello_happy_world__146,215,F#,min,0.6228722152791489
hello_happy_world__146,216,F#,min,0.6342183788493655
hello_happy_world__146,217,F,min,0.6012716322466208
hello_happy_world__146,218,C,maj,0.5852883092368356
hello_happy_world__146,219,F,maj,0.6314633122644385
hello_happy_world__146,220,F,maj,0.7034795800083242
hello_happy_world__146,221,G,min,0.6254198246740207
hello_happy_world__146,222,G,min,0.6000514856106586
hello_happy_world__146,223,G,min,0.7311253196490556
hello_happy_world__146,224,D#,maj,0.5677751765696547
hello_happy_world__146,225,D#,min,0.710069378415102
hello_happy_world__146,226,A#,min,0.5516813370523034
hello_happy_world__146,227,D#,min,0.6208931301229115
hello_happy_world__146,228,A#,min,0.5602912492020058
hello_happy_world__146,229,D#,maj,0.6614504085558105
hello_happy_world__146,230,D#,min,0.5764369143025408
hello_happy_world__146,231,D#,min,0.6187817882119788
hello_happy_world__146,232,D#,min,0.5543095410791913
hello_happy_world__146,233,G#,maj,0.7115104720343519
hello_happy_world__146,234,D#,maj,0.6238751659202478
hello_happy_world__146,235,G#,min,0.5896031331642618
hello_happy_world__146,236,D#,min,0.6212481319264465
hello_happy_world__146,237,G#,min,0.6738500148567184
hello_happy_world__146,238,G#,maj,0.6046146146479536
hello_happy_world__146,239,G#,maj,0.6110235913237625
hello_happy_world__146,240,G#,maj,0.6673118011439595
hello_happy_world__146,241,C,min,0.610610965390718
hello_happy_world__146,242,C#,maj,0.5839180714447938
hello_happy_world__146,243,E,min,0.6131195593440661
hello_happy_world__146,244,D#,maj,0.5691337828563074
hello_happy_world__146,245,D,min,0.5643753701349673
hello_happy_world__146,246,A#,maj,0.5359753807094911
hello_happy_world__146,247,A,maj,0.6626485654522943
hello_happy_world__146,248,C#,min,0.651663400105181
hello_happy_world__146,249,G#,min,0.5813243489812194
hello_happy_world__146,250,G#,min,0.553837166030076
hello_happy_world__146,251,G#,min,0.5621284162274002
hello_happy_world__146,252,D#,maj,0.5938906591873983
hello_happy_world__146,253,C#,min,0.5569031086854453
hello_happy_world__146,254,C#,min,0.5721344445479984
hello_happy_world__146,255,C#,min,0.5601526863131018
hello_happy_world__146,256,D#,maj,0.6091846090264472
hello_happy_world__146,257,G#,min,0.572422461957332
hello_happy_world__146,258,G#,min,0.6088094757712771
hello_happy_world__146,259,G#,min,0.5672672531623529
hello_happy_world__146,260,G#,min,0.5995127369934385
hello_happy_world__146,261,G#,maj,0.5989018162617882
hello_happy_world__146,262,A,min,0.6488864900349114
hello_happy_world__146,263,G#,maj,0.5999224722565046
hello_happy_world__146,264,G#,maj,0.6200230900785267
hello_happy_world__146,265,G#,maj,0.558178444749715
hello_happy_world__146,266,C#,maj,0.6134112417099795
hello_happy_world__146,267,C#,min,0.6098719260360975
hello_happy_world__146,268,A,maj,0.6076129964957628
hello_happy_world__146,269,C#,min,0.6165512749899137
hello_happy_world__146,270,C#,min,0.6033209365944163
hello_happy_world__146,271,A,maj,0.6314545800322122
hello_happy_world__146,272,C#,min,0.5740483777883245
hello_happy_world__146,273,G#,maj,0.5571258881470229
hello_happy_world__146,274,A,min,0.6127128696082987
hello_happy_world__146,275,A,min,0.5937666872993375
hello_happy_world__146,276,A,min,0.6028710244599247
hello_happy_world__146,277,A#,maj,0.6144410945088831
hello_happy_world__146,278,D,min,0.6109658209401172
hello_happy_world__146,279,F,min,0.6213459759433039
hello_happy_world__146,280,G#,maj,0.6629840552334753
hello_happy_world__146,281,A#,min,0.6284345783818563
hello_happy_world__146,282,C#,maj,0.5692328657317269
hello_happy_world__146,283,C,min,0.6451349251972303
hello_happy_world__146,284,C,min,0.632673969587942
hello_happy_world__146,285,G#,maj,0.559366269221663
hello_happy_world__146,286,F#,maj,0.6504906484124059
hello_happy_world__146,287,C#,maj,0.6033914482942461
hello_happy_world__146,288,G#,maj,0.5458916261970705
hello_happy_world__146,289,G#,min,0.5601679999814396
hello_happy_world__146,290,G#,min,0.667361260851417
hello_happy_world__146,291,G#,maj,0.6747737043593922
hello_happy_world__146,292,G#,maj,0.6398278099742505
hello_happy_world__146,293,G#,maj,0.6370473123760614
hello_happy_world__146,294,C,min,0.6160019616621775
hello_happy_world__146,295,G#,maj,0.5948603929332991
hello_happy_world__146,296,G#,maj,0.5759373445873492
hello_happy_world__146,297,G#,maj,0.6095857583114227
hello_happy_world__146,298,C#,maj,0.6472259291801008
hello_happy_world__146,299,C#,maj,0.6038908459457485
hello_happy_world__146,300,C#,min,0.6089985393529581
hello_happy_world__146,301,C#,min,0.6066000575575067
hello_happy_world__146,302,E,maj,0.6048703184964574
hello_happy_world__146,303,E,maj,0.6120234534216403
hello_happy_world__146,304,G#,maj,0.5925897458557307
hello_happy_world__146,305,C#,min,0.5960101052980916
hello_happy_world__146,306,C,min,0.586372422320125
hello_happy_world__146,307,C,min,0.562856994109718
hello_happy_world__146,308,G#,min,0.5867680999797843
hello_happy_world__146,309,G#,maj,0.5525729194705746
hello_happy_world__146,310,D,min,0.5738715823476827
hello_happy_world__146,311,C#,min,0.6216366345302665
hello_happy_world__146,312,D,maj,0.6036424031849283
hello_happy_world__146,313,D,min,0.5754570976244535
hello_happy_world__146,314,A#,maj,0.6730862413467769
hello_happy_world__146,315,A#,maj,0.5831745928469921
hello_happy_world__146,316,D#,maj,0.6185268758564452
hello_happy_world__146,317,D#,min,0.5860186421687833
hello_happy_world__146,318,G#,maj,0.6205260752579489
hello_happy_world__146,319,C#,min,0.5934673480992552
hello_happy_world__146,320,G#,maj,0.6643522540708002
hello_happy_world__146,321,B,min,0.5756136669784312
hello_happy_world__146,322,G,maj,0.5465054375986993
hello_happy_world__146,323,C#,min,0.5526533076261637
hello_happy_world__146,324,D#,min,0.5906101789211634
hello_happy_world__146,325,D#,min,0.5549425805980869
hello_happy_world__146,326,D#,min,0.6221120637098649
hello_happy_world__146,327,D#,min,0.6058018541033584
hello_happy_world__146,328,D#,min,0.5522139429958194
hello_happy_world__146,329,G#,min,0.6068828442306888
hello_happy_world__146,330,A#,min,0.5990519504337902
hello_happy_world__146,331,C#,maj,0.6468164864253064
hello_happy_world__146,332,C#,min,0.557015001702525
hello_happy_world__146,333,G#,min,0.5520435655307843
hello_happy_world__146,334,G#,maj,0.6796739061638086
hello_happy_world__146,335,A,maj,0.5418153943842584
hello_happy_world__146,336,A,min,0.5715998942847946
hello_happy_world__146,337,D,min,0.5587470636233782
hello_happy_world__146,338,D,min,0.7066507310064484
hello_happy_world__146,339,D,min,0.6791418336177292
hello_happy_world__146,340,G,maj,0.5683652001662531
hello_happy_world__146,341,C,min,0.5371628782604297
hello_happy_world__146,342,C,min,0.5888717162310724
hello_happy_world__146,343,E,min,0.5813343630879303
hello_happy_world__146,344,E,maj,0.636784915250048
hello_happy_world__146,345,E,maj,0.6016139271467091
hello_happy_world__146,346,A#,min,0.689872800673619
hello_happy_world__146,347,A,maj,0.5652507011377945
hello_happy_world__146,348,G#,maj,0.6067752011867322
hello_happy_world__146,349,G#,min,0.6058283261019402
hello_happy_world__146,350,C#,min,0.7228572120179273
hello_happy_world__146,351,C#,maj,0.6437460098917269
hello_happy_world__146,352,D,min,0.5957823273863432
hello_happy_world__146,353,D,min,0.5535905987634681
hello_happy_world__146,354,G#,min,0.602176248489348
hello_happy_world__146,355,C#,min,0.5665559332680608
hello_happy_world__146,356,C,maj,0.5620849443363265
hello_happy_world__146,357,G,min,0.6070006734450456
hello_happy_world__146,358,C#,maj,0.6238860747581424
hello_happy_world__146,359,F#,min,0.6538703276970504
hello_happy_world__146,360,C#,maj,0.5675706788750534
hello_happy_world__146,361,G#,maj,0.5876047768748351
hello_happy_world__146,362,F#,min,0.5963772634012678
hello_happy_world__146,363,D#,min,0.5951085775985855
hello_happy_world__146,364,D#,min,0.6377852247135177
hello_happy_world__146,365,F#,maj,0.5914578850986913
hello_happy_world__146,366,F#,maj,0.6256928209232882
hello_happy_world__146,367,D#,min,0.5779063037954779
hello_happy_world__146,368,D#,min,0.5578789162795746
hello_happy_world__146,369,C#,min,0.5873465092773623
hello_happy_world__146,370,A#,min,0.649037364080777
hello_happy_world__146,371,C#,min,0.6424672497600424
hello_happy_world__146,372,C#,min,0.633744481036601
hello_happy_world__146,373,F,min,0.5936097308020591
hello_happy_world__146,374,A#,maj,0.5861786441933602
hello_happy_world__146,375,D#,maj,0.562557155924937
hello_happy_world__146,376,G#,min,0.5861551833093392
hello_happy_world__146,377,A#,min,0.5599704192471439
hello_happy_world__146,378,F#,maj,0.6362349996993997
hello_happy_world__146,379,D#,min,0.6248435747757419
hello_happy_world__146,380,F#,maj,0.6307950685147348
hello_happy_world__146,381,F#,maj,0.6246409697817218
hello_happy_world__146,382,F#,maj,0.6159165578500485
hello_happy_world__146,383,F#,min,0.6164791286850367
hello_happy_world__146,384,D#,min,0.5801122463227268
hello_happy_world__146,385,A#,min,0.5677415553247871
hello_happy_world__146,386,G#,maj,0.6305992944491755
hello_happy_world__146,387,G#,min,0.6550083096198327
hello_happy_world__146,388,G#,maj,0.6188548292480396
hello_happy_world__146,389,G#,maj,0.6850110637069208
hello_happy_world__146,390,G#,min,0.5946022113676708
hello_happy_world__146,391,G#,maj,0.588483600770553
hello_happy_world__146,392,G#,min,0.6081598493127437
hello_happy_world__146,393,D#,maj,0.5934918327622268
hello_happy_world__146,394,C#,min,0.5553186602035476
hello_happy_world__146,395,C#,min,0.6020759869776575
hello_happy_world__146,396,C#,min,0.602442121301883
hello_happy_world__146,397,C#,min,0.6109597556950733
hello_happy_world__146,398,C#,min,0.6211846576315045
hello_happy_world__146,399,C#,maj,0.5728254007046751
hello_happy_world__146,400,C#,min,0.5877622839759189
hello_happy_world__146,401,C#,min,0.5852988137250607
hello_happy_world__146,402,C#,min,0.5615303830660701
hello_happy_world__146,403,C,min,0.567543183097521
hello_happy_world__146,404,C,min,0.5701989345210481
hello_happy_world__146,405,D,maj,0.5868265328086328
hello_happy_world__146,406,D,min,0.588054241643735
hello_happy_world__146,407,D,min,0.6179633844807197
hello_happy_world__146,408,D#,maj,0.6003593247569868
hello_happy_world__146,409,C#,maj,0.6302027994869925
hello_happy_world__146,410,F,maj,0.598633749637216
hello_happy_world__146,411,A#,maj,0.659789624018204
hello_happy_world__146,412,A#,maj,0.6073881092539927
hello_happy_world__146,413,A#,min,0.6310402248590915
hello_happy_world__146,414,A#,maj,0.5974890529289633
hello_happy_world__146,415,D,min,0.5657062139453692
hello_happy_world__146,416,G#,maj,0.6043939429665686
hello_happy_world__146,417,C#,min,0.6549488185992955
hello_happy_world__146,418,A,maj,0.6066909243917674
hello_happy_world__146,419,G#,min,0.6498857068939549
hello_happy_world__146,420,G#,min,0.6081590406134044
hello_happy_world__146,421,G#,min,0.6261500801773081
hello_happy_world__146,422,C#,maj,0.6582258920044843
hello_happy_world__146,423,C#,min,0.640970330076835
hello_happy_world__146,424,A,maj,0.5550202673537558
hello_happy_world__146,425,F#,min,0.5547760315501363
hello_happy_world__146,426,C#,maj,0.586822041946345
hello_happy_world__146,427,G,min,0.64923912596272
hello_happy_world__146,428,F#,maj,0.6157756807045249
hello_happy_world__146,429,F#,maj,0.6970603913525619
hello_happy_world__146,430,G,min,0.6290137275532979
hello_happy_world__146,431,F#,min,0.5959027891751445
hello_happy_world__146,432,F#,min,0.6042695581256537
hello_happy_world__146,433,F#,min,0.7520990574554989
hello_happy_world__146,434,F,min,0.606020478226842
hello_happy_world__146,435,F,min,0.7095233773133827
hello_happy_world__146,436,C,min,0.6466940286977105
hello_happy_world__146,437,F,maj,0.6489898745025607
hello_happy_world__146,438,C,min,0.6361965950839726
hello_happy_world__146,439,E,min,0.5866979754232552
hello_happy_world__146,440,G,min,0.5412862297145262
hello_happy_world__146,441,G,min,0.6065352497689736
hello_happy_world__146,442,E,maj,0.6050544094375209
hello_happy_world__146,443,D#,min,0.6745029535412687
hello_happy_world__146,444,D#,maj,0.5858332865596043
hello_happy_world__146,445,C#,maj,0.6296529097458976
hello_happy_world__146,446,C#,maj,0.6283603328999712
hello_happy_world__146,447,D,maj,0.6457403743035643
hello_happy_world__146,448,A#,min,0.5986930255781416
hello_happy_world__146,449,D#,maj,0.6062588036427379
hello_happy_world__146,450,C#,min,0.5657158150992261
hello_happy_world__146,451,G#,maj,0.5611862384813229
hello_happy_world__146,452,D#,min,0.5377110559678173
hello_happy_world__146,453,A#,maj,0.5638565120802175
hello_happy_world__146,454,D#,maj,0.5903802158005622
hello_happy_world__146,455,G#,maj,0.5940514010858386
hello_happy_world__146,456,F#,maj,0.6479495086122478
hello_happy_world__146,457,A#,min,0.6123242723694496
hello_happy_world__146,458,G#,maj,0.5753826026502191
hello_happy_world__146,459,F#,maj,0.5937625233580591
hello_happy_world__146,460,C#,maj,0.6701634814903662
hello_happy_world__146,461,C#,maj,0.6332448769086715
hello_happy_world__146,462,C#,maj,0.6500742198718304
hello_happy_world__146,463,C#,maj,0.5783078144142006
hello_happy_world__146,464,C,min,0.6081580426440072
hello_happy_world__146,465,A,min,0.5457794664812726
hello_happy_world__146,466,D,min,0.5790131723016625
hello_happy_world__146,467,D#,maj,0.6324259827958982
hello_happy_world__146,468,A#,min,0.6458242123361219
hello_happy_world__146,469,A#,maj,0.5937597187199253
hello_happy_world__146,470,F,maj,0.594739019206945
hello_happy_world__146,471,C#,maj,0.630573613943564
hello_happy_world__146,472,G#,min,0.6392844930660826
hello_happy_world__146,473,D#,maj,0.6071240517133786
hello_happy_world__146,474,G,min,0.5578662179793125
hello_happy_world__146,475,G,min,0.609504613075601
hello_happy_world__146,476,F#,maj,0.61118772287688
hello_happy_world__146,477,D,maj,0.5765245635458137
hello_happy_world__146,478,F#,min,0.5948103998284051
hello_happy_world__146,479,G#,maj,0.5670338229584145
hello_happy_world__146,480,F,min,0.63817432954025
hello_happy_world__146,481,E,maj,0.552946917105396
hello_happy_world__146,482,A#,min,0.6097415791883524
hello_happy_world__146,483,D#,maj,0.6073931765296393
hello_happy_world__146,484,D#,maj,0.5932477260063742
hello_happy_world__146,485,C#,maj,0.5589757018535727
hello_happy_world__146,486,A#,min,0.5433345963152157
hello_happy_world__146,487,C#,maj,0.5841116258887626
hello_happy_world__146,488,C#,min,0.567013571062197
hello_happy_world__146,489,F,min,0.5362354721820694
hello_happy_world__146,490,D#,maj,0.5617318868524794
hello_happy_world__146,491,C,min,0.5747962698197538
hello_happy_world__146,492,A#,min,0.6798715557235802
hello_happy_world__146,493,A#,min,0.6344300171870682
hello_happy_world__146,494,A#,min,0.5910715677037239
hello_happy_world__146,495,A#,min,0.6210221434770655
hello_happy_world__146,496,A,maj,0.6504935820983065
hello_happy_world__146,497,A,maj,0.6682085712824598
hello_happy_world__146,498,A,maj,0.6115219307835764
hello_happy_world__146,499,G#,maj,0.5924153334971841
hello_happy_world__146,500,G#,maj,0.6200626561238558
hello_happy_world__146,501,D#,maj,0.5635015791021583
hello_happy_world__146,502,G#,maj,0.664033721166189
hello_happy_world__146,503,G#,maj,0.6506467617976072
hello_happy_world__146,504,G,min,0.6973126109113599
hello_happy_world__146,505,G,min,0.678105227319025
hello_happy_world__146,506,G,min,0.6008536637360271
hello_happy_world__146,507,G,maj,0.6086579822961306
hello_happy_world__146,508,C,min,0.6066484160573532
hello_happy_world__146,509,A#,maj,0.6003583095812206
hello_happy_world__146,510,F#,min,0.5707801742663133
hello_happy_world__146,511,F#,min,0.5763467701357747
hello_happy_world__146,512,C#,maj,0.6549287215603983
hello_happy_world__146,513,D#,maj,0.5483664698577841
hello_happy_world__146,514,F#,min,0.577588226859643
hello_happy_world__146,515,C#,maj,0.5198011272269973
hello_happy_world__146,516,F#,min,0.6769112945861108
hello_happy_world__146,517,F#,min,0.6221247534069426
hello_happy_world__146,518,F,min,0.5904191796229791
hello_happy_world__146,519,F,min,0.553921916000186
hello_happy_world__146,520,A,min,0.6394715090898622
hello_happy_world__146,521,G#,maj,0.6806831629391162
hello_happy_world__146,522,D#,maj,0.6004528327688766
hello_happy_world__146,523,F#,min,0.5609402476280737
hello_happy_world__146,524,A#,maj,0.6060178972715041
hello_happy_world__146,525,D#,maj,0.5620717814641035
hello_happy_world__146,526,D#,min,0.7369447889193336
hello_happy_world__146,527,A#,min,0.6309875389574617
hello_happy_world__146,528,D#,min,0.6283273999098604
hello_happy_world__146,529,D#,min,0.5816099919116422
hello_happy_world__146,530,D#,maj,0.5716767723411244
hello_happy_world__146,531,D#,min,0.5821186293832542
hello_happy_world__146,532,D#,min,0.5812956143451249
hello_happy_world__146,533,G#,min,0.5746107335437013
hello_happy_world__146,534,G#,maj,0.6564373071617327
